#
#   VizieR Astronomical Server: http://vizier.u-strasbg.fr	2005-05-20T16:50:48
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	Ref=Vxml7638
#INFO	CatalogsExamined=14
#  14 catalogues with potential matches were examined
#
#INFO	Target=308.200000+41.000000,rm=600.

#RESOURCE=9029
#Name: IX/29
#Title:	ROSAT All-Sky Survey Faint Source Catalog (Voges+ 2000)
#Table	IX_29_rass_fsc:
#Name: IX/29/rass_fsc
#Title:	The ROSAT All Sky Survey Faint Source Catalog
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	_r	(F9.6)	Distance from center (RAJ2000=308.20000, DEJ2000=+41.00000)	[ucd=POS_ANG_DIST_GENERAL]
#Column	_Glon	(F6.2)	Galactic longitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LON]
#Column	_Glat	(F6.2)	Galactic latitude (computed by VizieR, not part of the original data)	[ucd=POS_GAL_LAT]
#Column	_RAJ2000	(F9.5)	Right ascension (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_RA_MAIN]
#Column	_DEJ2000	(F9.5)	Declination (FK5) Equinox=J2000. (computed by VizieR, not part of the original data)	[ucd=POS_EQ_DEC_MAIN]
#Column	1RXS	(A21)	ROSAT All-Sky Survey Catalogue source name (1)        (link)	[ucd=ID_MAIN]
#Column	RAJ2000	(F9.5)	Right ascension (J2000), decimal degrees	[ucd=POS_EQ_RA_MAIN]
#Column	DEJ2000	(F9.5)	Declination (J2000), decimal degrees	[ucd=POS_EQ_DEC_MAIN]
#Column	PosErr	(I3)	? Total positional error (including 6" systematic error)	[ucd=ERROR]
#Column	NewFlag	(A4)	[T._] 'new data' flags (3)	[ucd=CODE_MISC]
#Column	Count	(E9.2)	? Source countrate (4)	[ucd=PHOT_COUNT-RATE_X]
#Column	e_Count	(E9.2)	? Error on Count (4)	[ucd=ERROR]
#Column	HR1	(F5.2)	[-1/1]? Hardness ratio 1 (5)	[ucd=SPECT_HARDNESS-RATIO]
#Column	e_HR1	(F5.2)	? Error on HR1 (6)	[ucd=ERROR]
#Column	HR2	(F5.2)	[-1/1]? hardness ratio 2 (5)	[ucd=SPECT_HARDNESS-RATIO]
#Column	e_HR2	(F5.2)	? Error on HR2 (6)	[ucd=ERROR]
#Column	SASS	(I8)	Identification number of SASS field (12)	[ucd=ID_FIELD]
#Column	MASOL	(I4)	SASS source number (MASOL number) in SASS field (mainly for internal use)	[ucd=ID_NUMBER]

recno	_r	_Glon	_Glat	_RAJ2000	_DEJ2000	1RXS	RAJ2000	DEJ2000	PosErr	NewFlag	Count	e_Count	HR1	e_HR1	HR2	e_HR2	SASS	MASOL
   34556	 9.326610	070.78	-01.18	303.54166	+32.44917	1RXS J201410.0+322657	303.54166	+32.44917	 16	....	 1.07e-02	 5.60e-03	 0.31	 0.68	 0.88	 1.11	33011047	 165
   34559	 9.322803	070.80	-01.28	303.66083	+32.41278	1RXS J201438.6+322446	303.66083	+32.41278	 16	....	 1.44e-02	 5.73e-03	 0.55	 0.34	 0.01	 0.41	33011047	 169
   34535	 9.112522	070.81	+00.32	302.07040	+33.30097	1RXS J200816.9+331803	302.07040	+33.30097	 15	....	 2.13e-02	 8.42e-03	-0.35	 0.33	 0.39	 0.89	33011047	 102
   34428	 9.188750	070.85	+02.18	300.20670	+34.32583	1RXS J200049.6+341933	300.20670	+34.32583	 15	....	 2.21e-02	 9.14e-03	 0.63	 0.33	-0.61	 0.62	33011046	  81
   34542	 9.106021	070.89	-00.52	302.95959	+32.90889	1RXS J201150.3+325432	302.95959	+32.90889	 12	....	 2.08e-02	 7.05e-03	 0.21	 0.35	-1.00	 0.89	33011047	 122
   34561	 9.370813	070.93	-01.99	304.43790	+32.12695	1RXS J201745.1+320737	304.43790	+32.12695	 22	....	 9.82e-03	 4.59e-03	 0.86	 0.49	-0.39	 0.40	33011047	 174
   34533	 8.968517	070.95	+00.76	301.72043	+33.65181	1RXS J200652.9+333906	301.72043	+33.65181	 14	....	 2.01e-02	 7.71e-03	 0.38	 0.38	-0.72	 0.38	33011047	  98
   34425	 9.010926	071.01	+02.03	300.45667	+34.38264	1RXS J200149.6+342257	300.45667	+34.38264	 24	....	 2.58e-02	 1.01e-02	-1.00	 0.51	-1.00	 3.61	33011046	  78
   34560	 9.195591	071.03	-01.68	304.20041	+32.37875	1RXS J201648.1+322243	304.20041	+32.37875	 10	....	 3.46e-02	 8.56e-03	 0.87	 0.21	 0.42	 0.23	33011047	 171
   34562	 9.318316	071.12	-02.39	304.94583	+32.05403	1RXS J201947.0+320314	304.94583	+32.05403	 11	....	 4.45e-02	 9.60e-03	 0.36	 0.21	 0.03	 0.26	33011047	 177
   34568	 9.446314	071.17	-02.89	305.46503	+31.81222	1RXS J202151.6+314844	305.46503	+31.81222	 32	....	 1.71e-02	 7.38e-03	-0.18	 0.41	-0.02	 0.67	33011047	 185
   34421	 8.864104	071.26	+02.56	300.07123	+34.86778	1RXS J200017.1+345204	300.07123	+34.86778	 19	....	 1.67e-02	 7.42e-03	 1.00	 0.65	-0.10	 0.46	33011046	  71
   34551	 8.951332	071.26	-01.60	304.27209	+32.61639	1RXS J201705.3+323659	304.27209	+32.61639	 22	....	 1.21e-02	 4.99e-03	 0.32	 0.45	-0.40	 0.47	33011047	 153
   34571	 9.510662	071.32	-03.40	306.06583	+31.64514	1RXS J202415.8+313842	306.06583	+31.64514	 42	....	 3.16e-02	 9.16e-03	 0.85	 0.31	 0.41	 0.28	33011047	 188
   34549	 8.872765	071.35	-01.62	304.34668	+32.67764	1RXS J201723.2+324039	304.34668	+32.67764	 25	....	 1.41e-02	 5.85e-03	 1.00	 0.37	 0.72	 0.30	33011047	 145
   34404	 9.771715	071.38	+05.43	297.10458	+36.44389	1RXS J194825.1+362638	297.10458	+36.44389	 21	....	 2.49e-02	 1.08e-02	 0.58	 0.50	 0.78	 0.40	33011046	  11
   34422	 8.652967	071.39	+02.10	300.62250	+34.73806	1RXS J200229.4+344417	300.62250	+34.73806	 22	....	 1.85e-02	 7.26e-03	 0.52	 0.34	 0.47	 0.45	33011046	  73
   34524	 8.538032	071.39	+00.92	301.83374	+34.10653	1RXS J200720.1+340623	301.83374	+34.10653	 27	....	 2.42e-02	 7.73e-03	 0.05	 0.33	 0.39	 0.50	33011047	  82
   34412	 9.315390	071.40	+04.46	298.16043	+35.97986	1RXS J195238.5+355847	298.16043	+35.97986	 13	....	 4.83e-02	 1.68e-02	 0.78	 0.46	-0.23	 0.47	33011046	  24
   34522	 8.533902	071.41	+01.30	301.45874	+34.33264	1RXS J200550.1+341957	301.45874	+34.33264	 16	....	 1.29e-02	 6.32e-03	 0.61	 0.66	 0.80	 1.02	33011047	  79
   34523	 8.519340	071.42	+01.19	301.58374	+34.27486	1RXS J200620.1+341629	301.58374	+34.27486	 25	....	 1.95e-02	 8.32e-03	-0.38	 0.40	-0.08	 0.80	33011047	  80
   34530	 8.467457	071.46	+00.30	302.51749	+33.83014	1RXS J201004.2+334948	302.51749	+33.83014	 24	....	 1.24e-02	 6.74e-03	 1.00	 0.79	 0.40	 0.61	33011047	  91
   34531	 8.476125	071.46	+00.12	302.69461	+33.73528	1RXS J201046.7+334407	302.69461	+33.73528	 17	....	 1.48e-02	 6.54e-03	 0.86	 0.56	 0.47	 0.43	33011047	  94
   34564	 9.298265	071.50	-03.28	306.07458	+31.85944	1RXS J202417.9+315134	306.07458	+31.85944	 27	....	 1.48e-02	 6.26e-03	-1.00	 0.65	 0.00	 0.00	33011047	 180
   34572	 9.525952	071.55	-03.88	306.68210	+31.55250	1RXS J202643.7+313309	306.68210	+31.55250	 15	....	 1.92e-02	 7.58e-03	-0.06	 0.38	-0.19	 0.52	33011047	 189
   29535	 9.769275	071.58	+05.78	296.85541	+36.79430	1RXS J194725.3+364739	296.85541	+36.79430	 20	....	 2.18e-02	 9.56e-03	-0.13	 0.50	-0.91	 0.93	33010043	 161
   34538	 8.468334	071.60	-00.93	303.84125	+33.27403	1RXS J201521.9+331626	303.84125	+33.27403	 12	....	 3.67e-02	 8.78e-03	 0.21	 0.23	-0.32	 0.25	33011047	 105
   34563	 9.134279	071.66	-03.23	306.13126	+32.01750	1RXS J202431.5+320103	306.13126	+32.01750	 21	....	 1.09e-02	 5.07e-03	-0.79	 0.37	 1.00	 4.11	33011047	 178
   34540	 8.476008	071.72	-01.47	304.44833	+33.06820	1RXS J201747.6+330405	304.44833	+33.06820	 15	....	 1.50e-02	 5.43e-03	 1.00	 0.28	 0.18	 0.35	33011047	 111
   34513	 8.237853	071.76	+01.82	301.15625	+34.90805	1RXS J200437.5+345429	301.15625	+34.90805	 14	....	 1.76e-02	 7.33e-03	 0.27	 0.41	 0.40	 0.62	33011047	  65
   34541	 8.469575	071.79	-01.71	304.73581	+32.99292	1RXS J201856.6+325934	304.73581	+32.99292	 35	....	 9.78e-03	 4.67e-03	-1.00	 0.40	 0.00	 0.00	33011047	 115
   34558	 8.778083	071.83	-02.74	305.77335	+32.43903	1RXS J202305.6+322620	305.77335	+32.43903	 14	....	 1.42e-02	 5.70e-03	 0.39	 0.40	-0.47	 0.39	33011047	 167
   34418	 8.258433	071.85	+02.44	300.57959	+35.30806	1RXS J200219.1+351829	300.57959	+35.30806	 14	....	 2.16e-02	 7.33e-03	 0.91	 0.52	 0.58	 0.23	33011046	  45
   34567	 9.236093	071.86	-03.85	306.86499	+31.82625	1RXS J202727.6+314934	306.86499	+31.82625	 11	....	 2.25e-02	 7.02e-03	 0.44	 0.28	-0.24	 0.39	33011047	 183
   34414	 8.515562	071.88	+03.50	299.48917	+35.89167	1RXS J195757.4+355330	299.48917	+35.89167	 22	....	 1.70e-02	 7.04e-03	 1.00	 0.39	 0.42	 0.40	33011046	  27
   34525	 8.057190	071.89	+00.08	303.01459	+34.06667	1RXS J201203.5+340400	303.01459	+34.06667	 15	....	 1.34e-02	 5.92e-03	 1.00	 0.57	 0.62	 0.31	33011047	  83
   34645	 9.612265	071.91	-04.66	307.66544	+31.39736	1RXS J203039.7+312350	307.66544	+31.39736	 30	....	 1.30e-02	 6.47e-03	 1.00	 0.65	 1.00	 0.86	33011048	 698
   34416	 8.215391	071.92	+02.54	300.51248	+35.42236	1RXS J200203.0+352520	300.51248	+35.42236	 23	....	 1.51e-02	 6.59e-03	 0.77	 0.37	 0.58	 0.45	33011046	  37
   34554	 8.661701	071.93	-02.68	305.77957	+32.55695	1RXS J202307.1+323325	305.77957	+32.55695	 15	....	 1.08e-02	 5.39e-03	 0.37	 0.50	-0.56	 0.39	33011047	 160
   34532	 8.049476	071.99	-00.69	303.85043	+33.72750	1RXS J201524.1+334339	303.85043	+33.72750	 10	....	 3.07e-02	 7.85e-03	-0.02	 0.25	 0.58	 0.31	33011047	  96
   29523	 9.902475	071.99	+06.63	296.18582	+37.56667	1RXS J194444.6+373400	296.18582	+37.56667	 12	....	 4.88e-02	 1.09e-02	 0.61	 0.18	 0.51	 0.24	33010043	 140
   34526	 7.937807	072.05	-00.33	303.53085	+33.97625	1RXS J201407.4+335834	303.53085	+33.97625	 19	....	 2.11e-02	 6.97e-03	 0.98	 0.30	 0.06	 0.37	33011047	  86
   34548	 8.530878	072.07	-02.68	305.87543	+32.67347	1RXS J202330.1+324024	305.87543	+32.67347	 17	....	 9.46e-03	 4.61e-03	 1.00	 0.60	-0.87	 0.45	33011047	 144
   34529	 7.913697	072.12	-00.63	303.88501	+33.86347	1RXS J201532.4+335148	303.88501	+33.86347	 26	....	 1.04e-02	 4.86e-03	-0.45	 0.40	 1.00	 1.31	33011047	  90
   34515	 7.808596	072.12	+00.96	302.27667	+34.74070	1RXS J200906.4+344426	302.27667	+34.74070	 19	....	 1.85e-02	 7.35e-03	 0.88	 0.38	-0.45	 0.40	33011047	  70
   34516	 7.794783	072.13	+00.90	302.34875	+34.71639	1RXS J200923.7+344259	302.34875	+34.71639	 11	....	 4.99e-02	 1.01e-02	 0.49	 0.22	 0.25	 0.25	33011047	  71
   34657	 9.999172	072.20	-05.69	308.84042	+31.01417	1RXS J203521.7+310051	308.84042	+31.01417	 27	....	 1.63e-02	 6.95e-03	-0.59	 0.88	-1.00	 1.52	33011048	 848
   34407	 8.271010	072.23	+03.72	299.47501	+36.30000	1RXS J195754.0+361800	299.47501	+36.30000	 15	....	 1.29e-02	 6.40e-03	-0.14	 0.46	 1.00	 0.53	33011046	  16
   29519	 9.889766	072.23	+06.91	296.01917	+37.90958	1RXS J194404.6+375434	296.01917	+37.90958	 14	....	 3.10e-02	 9.11e-03	 0.78	 0.33	-0.11	 0.34	33010043	 133
   34517	 7.680699	072.24	+00.71	302.61249	+34.70792	1RXS J201027.0+344228	302.61249	+34.70792	 21	....	 1.61e-02	 6.50e-03	-0.11	 0.43	 0.89	 0.70	33011047	  72
   34656	 9.978040	072.28	-05.76	308.96085	+31.04083	1RXS J203550.6+310227	308.96085	+31.04083	 25	....	 2.26e-02	 7.74e-03	-0.78	 0.55	 1.00	 4.00	33011048	 842
   34643	 9.500288	072.33	-05.05	308.32916	+31.50028	1RXS J203319.0+313001	308.32916	+31.50028	 31	....	 3.55e-02	 1.11e-02	 0.68	 0.34	 0.27	 0.32	33011048	 670
   34652	 9.837612	072.36	-05.64	308.90707	+31.17889	1RXS J203537.7+311044	308.90707	+31.17889	 24	....	 1.27e-02	 6.17e-03	-1.00	 0.41	 0.00	 0.00	33011048	 800
   34557	 8.634000	072.37	-03.52	306.88916	+32.42986	1RXS J202733.4+322547	306.88916	+32.42986	 31	....	 1.14e-02	 5.16e-03	-1.00	 0.52	 0.00	 0.00	33011047	 166
   29524	 9.046394	072.37	+05.68	297.46292	+37.42542	1RXS J194951.1+372531	297.46292	+37.42542	 23	....	 2.47e-02	 9.83e-03	 0.25	 0.40	 0.17	 0.51	33010043	 141
   34504	 7.663622	072.41	+02.19	301.19626	+35.65028	1RXS J200447.1+353901	301.19626	+35.65028	 15	....	 1.24e-02	 5.75e-03	 1.00	 0.54	 0.50	 0.37	33011047	  50
   34406	 8.052006	072.41	+03.59	299.72665	+36.39542	1RXS J195854.4+362343	299.72665	+36.39542	 12	....	 2.22e-02	 7.82e-03	 0.81	 0.29	-0.57	 0.29	33011046	  14
   34409	 7.856026	072.45	+03.10	300.27042	+36.16431	1RXS J200104.9+360951	300.27042	+36.16431	 16	....	 1.86e-02	 6.83e-03	 0.50	 0.32	 0.21	 0.45	33011046	  18
   34520	 7.483722	072.45	+00.27	303.19458	+34.64222	1RXS J201246.7+343832	303.19458	+34.64222	 11	....	 2.89e-02	 7.70e-03	 0.58	 0.26	 0.61	 0.23	33011047	  76
   34649	 9.697033	072.51	-05.60	308.96707	+31.32264	1RXS J203552.1+311921	308.96707	+31.32264	 31	....	 1.50e-02	 6.84e-03	-0.75	 0.30	 0.00	 0.00	33011048	 756
   29518	 9.640476	072.52	+06.87	296.24542	+38.13722	1RXS J194458.9+380814	296.24542	+38.13722	 16	....	 2.05e-02	 8.09e-03	 0.71	 0.32	 0.01	 0.44	33010043	 128
   29649	 8.710569	072.53	+05.30	297.97043	+37.37528	1RXS J195152.9+372231	297.97043	+37.37528	 47	....	 5.56e-02	 1.63e-02	 0.49	 0.34	-0.54	 0.38	33010044	 274
   34506	 7.418934	072.57	+01.69	301.82874	+35.51583	1RXS J200718.9+353057	301.82874	+35.51583	 20	....	 2.29e-02	 8.04e-03	 0.58	 0.44	 1.00	 0.39	33011047	  53
   34553	 8.501142	072.57	-03.61	307.12167	+32.54264	1RXS J202829.2+323233	307.12167	+32.54264	 26	....	 1.16e-02	 5.15e-03	-0.80	 0.37	 1.00	 9.99	33011047	 158
   29664	 8.042882	072.57	+03.96	299.44498	+36.72083	1RXS J195746.8+364315	299.44498	+36.72083	 21	....	 1.66e-02	 7.57e-03	 0.06	 0.43	 1.00	 0.52	33010044	 296
   34411	 7.584156	072.59	+02.61	300.87543	+36.02514	1RXS J200330.1+360130	300.87543	+36.02514	 12	....	 3.33e-02	 8.95e-03	 1.00	 0.18	 0.26	 0.28	33011046	  22
   29522	 8.958364	072.59	+05.84	297.42166	+37.69542	1RXS J194941.2+374143	297.42166	+37.69542	 15	....	 1.55e-02	 7.22e-03	 1.00	 0.36	 0.18	 0.45	33010043	 138
   34654	 9.979733	072.60	-06.12	309.52417	+31.07750	1RXS J203805.8+310439	309.52417	+31.07750	 15	....	 1.42e-02	 6.35e-03	 0.08	 0.65	 1.00	 3.04	33011048	 825
   34519	 7.327831	072.62	+00.05	303.53543	+34.66236	1RXS J201408.5+343944	303.53543	+34.66236	 15	....	 1.42e-02	 5.63e-03	 1.00	 0.28	 0.39	 0.36	33011047	  74
   34527	 7.535296	072.65	-01.30	304.91208	+33.92931	1RXS J201938.9+335545	304.91208	+33.92931	 22	....	 1.02e-02	 4.83e-03	 1.00	 0.34	-0.09	 0.48	33011047	  88
   34655	 9.991045	072.65	-06.20	309.63333	+31.07597	1RXS J203832.0+310433	309.63333	+31.07597	 16	....	 2.06e-02	 7.26e-03	 0.43	 0.55	 1.00	 1.26	33011048	 830
   34408	 7.538797	072.66	+02.70	300.82791	+36.13334	1RXS J200318.7+360800	300.82791	+36.13334	 23	....	 1.89e-02	 6.99e-03	-0.30	 0.37	 0.44	 0.65	33011046	  17
   34651	 9.856894	072.66	-06.01	309.45917	+31.19542	1RXS J203750.2+311143	309.45917	+31.19542	 23	....	 2.20e-02	 8.10e-03	-0.56	 0.32	 0.00	 0.00	33011048	 796
   34537	 7.901132	072.68	-02.50	306.11542	+33.27486	1RXS J202427.7+331629	306.11542	+33.27486	 16	....	 2.10e-02	 6.57e-03	 1.00	 0.33	 0.31	 0.31	33011047	 104
   34547	 8.344489	072.69	-03.51	307.10208	+32.70167	1RXS J202824.5+324206	307.10208	+32.70167	 22	....	 1.13e-02	 5.36e-03	 0.21	 0.46	 0.00	 0.52	33011047	 139
   34497	 7.343944	072.70	+02.02	301.57126	+35.80264	1RXS J200617.1+354809	301.57126	+35.80264	 17	....	 2.20e-02	 7.22e-03	 0.21	 0.32	 0.62	 0.34	33011047	  41
   29648	 8.453069	072.71	+05.10	298.30417	+37.42486	1RXS J195313.0+372529	298.30417	+37.42486	 27	....	 2.62e-02	 1.09e-02	 1.00	 0.40	 0.57	 0.51	33010044	 272
   34502	 7.262417	072.74	+01.78	301.84586	+35.71083	1RXS J200723.0+354239	301.84586	+35.71083	 15	....	 1.59e-02	 6.40e-03	 0.43	 0.40	 0.60	 0.35	33011047	  47
   34534	 7.826171	072.76	-02.48	306.14960	+33.34555	1RXS J202435.9+332044	306.14960	+33.34555	 19	....	 9.41e-03	 4.64e-03	 1.00	 0.41	 1.00	 0.32	33011047	 101
   34505	 7.209979	072.77	+01.61	302.04251	+35.64236	1RXS J200810.2+353832	302.04251	+35.64236	 14	....	 1.05e-02	 4.96e-03	 0.79	 0.78	-0.27	 0.51	33011047	  51
   29668	 7.656254	072.77	+03.43	300.13876	+36.61375	1RXS J200033.3+363649	300.13876	+36.61375	 16	....	 1.94e-02	 7.26e-03	 0.36	 0.40	-0.33	 0.38	33010044	 300
   34488	 7.356575	072.78	+02.43	301.19086	+36.08736	1RXS J200445.8+360514	301.19086	+36.08736	 16	....	 1.33e-02	 5.91e-03	 1.00	 0.38	-0.58	 0.43	33011047	  29
   34518	 7.186390	072.78	-00.17	303.87335	+34.67514	1RXS J201529.6+344030	303.87335	+34.67514	 19	....	 1.15e-02	 5.47e-03	 0.67	 0.48	 0.42	 0.44	33011047	  73
   34510	 7.100313	072.82	+00.63	303.08502	+35.14806	1RXS J201220.4+350853	303.08502	+35.14806	 31	....	 2.03e-02	 7.48e-03	-0.01	 0.41	-0.07	 0.58	33011047	  61
   34647	 9.611576	072.83	-05.84	309.41959	+31.43861	1RXS J203740.7+312619	309.41959	+31.43861	 15	....	 2.48e-02	 9.04e-03	 0.25	 0.35	 0.23	 0.41	33011048	 715
   34485	 7.251499	072.86	+02.34	301.34290	+36.11180	1RXS J200522.3+360642	301.34290	+36.11180	 18	....	 1.99e-02	 7.26e-03	 1.00	 0.23	-0.07	 0.37	33011047	  26
   34511	 7.000063	072.94	+00.10	303.70416	+34.96028	1RXS J201449.0+345737	303.70416	+34.96028	 14	....	 9.05e-03	 4.65e-03	 1.00	 0.54	 0.57	 0.47	33011047	  63
   34498	 7.042546	072.95	+01.67	302.09415	+35.82681	1RXS J200822.6+354936	302.09415	+35.82681	 16	....	 1.25e-02	 5.80e-03	 0.08	 0.47	 0.09	 0.61	33011047	  42
   34536	 7.798912	072.96	-02.85	306.64667	+33.29958	1RXS J202635.2+331758	306.64667	+33.29958	 18	....	 1.69e-02	 6.29e-03	 0.19	 0.38	-0.47	 0.46	33011047	 103
   34480	 7.172064	072.97	+02.46	301.28793	+36.27250	1RXS J200509.1+361621	301.28793	+36.27250	 18	....	 3.33e-02	 9.34e-03	 0.23	 0.28	-0.37	 0.35	33011047	  19
   34500	 6.967771	072.99	+01.43	302.37042	+35.73611	1RXS J200928.9+354410	302.37042	+35.73611	 10	....	 4.84e-02	 9.95e-03	 1.00	 0.21	 0.21	 0.20	33011047	  45
   29503	 9.643231	073.03	+07.44	295.92416	+38.86528	1RXS J194341.8+385155	295.92416	+38.86528	 21	....	 1.81e-02	 7.63e-03	 1.00	 0.45	 0.32	 0.42	33010043	 103
   34653	 9.953948	073.04	-06.53	310.20999	+31.17861	1RXS J204050.4+311043	310.20999	+31.17861	 26	....	 2.53e-02	 1.02e-02	-0.66	 0.35	-0.86	 2.08	33011048	 802
   29660	 7.468682	073.06	+03.63	300.10501	+36.96750	1RXS J200025.2+365803	300.10501	+36.96750	 15	....	 1.70e-02	 7.55e-03	-0.31	 0.36	-0.28	 0.54	33010044	 288
   34528	 7.339919	073.12	-02.10	306.02209	+33.86597	1RXS J202405.3+335157	306.02209	+33.86597	 13	....	 2.11e-02	 6.42e-03	 1.00	 0.22	 1.00	 0.36	33011047	  89
